Type,SKU,Name,Published,Featured,Catalog visibility,Price,Regular price,Sale price,Images,Categories,Tags,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s),Attribute 6 name,Attribute 6 value(s),Attribute 7 name,Attribute 7 value(s),Attribute 8 name,Attribute 8 value(s),Attribute 9 name,Attribute 9 value(s),Attribute 10 name,Attribute 10 value(s),Attribute 11 name,Attribute 11 value(s),Attribute 12 name,Attribute 12 value(s),Attribute 13 name,Attribute 13 value(s),Attribute 14 name,Attribute 14 value(s),Attribute 15 name,Attribute 15 value(s),Attribute 16 name,Attribute 16 value(s),Attribute 17 name,Attribute 17 value(s),Attribute 18 name,Attribute 18 value(s),Attribute 19 name,Attribute 19 value(s),Attribute 20 name,Attribute 20 value(s),Attribute 21 name,Attribute 21 value(s),Attribute 22 name,Attribute 22 value(s),Attribute 23 name,Attribute 23 value(s),Attribute 24 name,Attribute 24 value(s),Attribute 25 name,Attribute 25 value(s),Attribute 26 name,Attribute 26 value(s),Attribute 27 name,Attribute 27 value(s),Attribute 28 name,Attribute 28 value(s),Attribute 29 name,Attribute 29 value(s),Attribute 30 name,Attribute 30 value(s),Attribute 31 name,Attribute 31 value(s),Attribute 32 name,Attribute 32 value(s),Attribute 33 name,Attribute 33 value(s),Attribute 34 name,Attribute 34 value(s),Attribute 35 name,Attribute 35 value(s),Attribute 36 name,Attribute 36 value(s)
simple,65QNED80T6B,TV LG 65P QNED UHD (4k) 65QNED80T6B,1,0,visible,,9999,,"https://electroclub.ma/12470-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12471-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12472-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12473-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12474-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,LG,Reference fournisseur,65QNED80T6B,Garantie,1 An,Type d&#039;ecran,Flat,Smart tv,Oui,Taille d&#039;écran,65 Pouces,Type du rectroeclairage,QNED,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840×2160,Fluidite constructeur,Oui,Tuner,DVB-T2|C|S2,Direct wi-fi,Oui,Puissance sonore,20,Entree hdmi,4,Entree usb,2,Entree prise peritel,Non,Entree rca,Oui,Entree vga,Non,Interface ci,Oui,Bluetooth,Oui,Fonction enregistreur (pvr),Oui,Coloris,Noir,Dimension avec pied,1449 X 896 X 235 MM,Dimension sans pied,832 X 1449 X 64.9 MM (HXLXP*),Connectivite,Oui,Fluidité de l&#039;image ( Hz ),60,Entrée optique RJ45,OUI,Wifi integrée,Oui,HDR,HDR10|HLG,,,,,,,,,,,,,,
simple,55Q60D,TV SAMSUNG 55P QLED UHD (4k) 55Q60D,1,0,visible,,6999,,"https://electroclub.ma/12411-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/12412-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/12413-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/12414-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/12415-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg",4K UHD,,Marque,Samsung,Reference fournisseur,55Q60D,Garantie,1 An,Smart tv,Oui,Taille d&#039;écran,55 Pouces,Type du rectroeclairage,Qled,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840x2160,Fluidite constructeur,Motion Plus,Direct wi-fi,Oui,Puissance sonore,20,Entree hdmi,3,Entree usb,2,Entree rca,Oui,Interface ci,Oui,Bluetooth,Oui,Système d&#039;exploitation,Tizen™,Connectivite,Oui,Technologie,Crystal 4K,Fluidité de l&#039;image ( Hz ),50,Turner,OUI,Entrée optique RJ45,OUI,Wifi integrée,Oui,Fonction enregistreur PVR,OUI,Vidéo,HDR|HDR 10+|HLG|Mega Contrast|PurColor,Audio,Dolby Digital Plus,Dimension avec pied ( cm ),123.1 x 78.3 x 25,Dimension sans pied ( cm ),123.1 x 70.7 x 6,Indice de qualité ( PQI ),2000,Processeur,Crystal prcessor 4K,Poids (KG),20.8,,,,,,,,,,
simple,55QNED80T6B,TV LG 55P QNED UHD (4K) 55QNED80T6B,1,0,visible,,8499,,"https://electroclub.ma/12402-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12401-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12403-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12404-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12405-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,LG,Reference fournisseur,55QNED80T6B,Garantie,1 An,Type d&#039;ecran,Flat,Smart tv,Oui,Taille d&#039;écran,55 Pouces,Type du rectroeclairage,QNED,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840×2160,Fluidite constructeur,Oui,Tuner,DVB-T2|C|S2,Direct wi-fi,Oui,Puissance sonore,20,Entree hdmi,4,Entree usb,1,Entree prise peritel,Non,Entree rca,Oui,Entree vga,Non,Interface ci,Oui,Bluetooth,Oui,Fonction enregistreur (pvr),Oui,Coloris,Noir,Dimension avec pied,1232.1 x 748.8 x 226.6 mm,Dimension sans pied,1230.5 x 707.2 x 59.9 mm,Connectivite,Oui,Fluidité de l&#039;image ( Hz ),120,Entrée optique RJ45,OUI,Wifi integrée,Oui,,,,,,,,,,,,,,,,
simple,H50K800UX,SMART TV LED 50P UHD H50K800UX,1,0,visible,,3999,,"https://electroclub.ma/12457-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12455-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12454-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Haier,Reference fournisseur,H50K800UX,Mémoire ram,2G,Garantie,2 Ans,Marque,Haier,Type d&#039;ecran,LED,Smart tv,Oui,Taille d&#039;écran,50 Pouces,Type du rectroeclairage,Led,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840×2160,Fluidite de l&#039;image,60,Direct wi-fi,Oui,Puissance sonore,20,Entree hdmi,4,Entree usb,2,Entree rca,NON,Bluetooth,Oui,Coloris,Noir,Dimension avec pied,111.9 X 71 X 19.9,Dimension sans pied,1116.8 x 644.2 x 59.9 mm,Technologie éclairage,LED directe,Mémoire de stockage,8G,Connectivite,Oui,Wifi integrée,Oui,Récepteur intégré,OUI,TNT,OUI,Dolby audio,OUI,Android 11,OUI,Smart Remote Control,Oui,Google Assistant,OUI,Category,GoogleTV,,,,,,,,
simple,75C855,SMART QLED Mini LED 75P UHD GOOGLE TV 75C855,1,0,visible,,21499,,"https://electroclub.ma/12538-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12537-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12539-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12540-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12541-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,TCL,Reference fournisseur,65C645,Garantie,1 An,Marque,TCL,Type d&#039;ecran,Mini LED QLED,Smart tv,Oui,Taille d&#039;écran,75 Pouces,Type du rectroeclairage,Led,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840 x 2160,Fluidite de l&#039;image,144 HZ,Entree hdmi,4,Entree usb,2,Coloris,Noir,Dimension avec pied,1673.2 x 1047.9 x 341.1 mm,Dimension sans pied,1673.2 x 958.2 x 59.9 mm,Système d&#039;exploitation,GoogleTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,85C855,SMART QLED Mini LED 85P UHD GOOGLE TV 85C855,1,0,visible,,30499,,"https://electroclub.ma/12549-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12543-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12545-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12546-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12547-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,TCL,Reference fournisseur,85C855,Garantie,1 An,Marque,TCL,Type d&#039;ecran,Mini LED QLED,Smart tv,Oui,Taille d&#039;écran,85,Type du rectroeclairage,Led,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840 x 2160,Fluidite de l&#039;image,144 HZ,Entree hdmi,4,Entree usb,2,Coloris,Noir,Dimension avec pied,1887 x 1122 x 418 mm,Dimension sans pied,1887 x 1084 x 17-39 mm,Système d&#039;exploitation,GoogleTV,Dolby audio,OUI,HDR,HDR10|HLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,55NANO80T6A,TV LG 55P LED UHD (4k) 55NANO80T6A,1,0,visible,,6399,,"https://electroclub.ma/13814-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13813-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13817-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13815-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/13816-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,LG,Reference fournisseur,55NANO80T6A,Garantie,1 An,Type d&#039;ecran,Flat,Smart tv,Oui,Taille d&#039;écran,55 Pouces,Type du rectroeclairage,Led,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840×2160,Fluidite constructeur,NON,Tuner,DVB-T2|C|S2,Direct wi-fi,Oui,Puissance sonore,20,Entree hdmi,4,Entree usb,2,Entree prise peritel,Non,Entree rca,NON,Entree vga,Non,Interface ci,Non,Bluetooth,Oui,Fonction enregistreur (pvr),Oui,Coloris,Gris,Dimension avec pied,791 X 1244 X 260 MM (HXLXP),Dimension sans pied,726 X 1244 X 87.1 MM (HXLXP),Technologie éclairage,Nano cell,Connectivite,Oui,Fluidité de l&#039;image ( Hz ),50,Entrée optique RJ45,OUI,Wifi integrée,Oui,,,,,,,,,,,,,,
simple,85C655,SMART QLED PRO 85P UHD GOOGLE TV 85C655,1,0,visible,,15999,,"https://electroclub.ma/12557-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12559-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12560-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12561-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,TCL,Reference fournisseur,85C655,Garantie,1 An,Marque,TCL,Type d&#039;ecran,QLED,Smart tv,Oui,Taille d&#039;écran,85,Type du rectroeclairage,Qled,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840 x 2160,Fluidite de l&#039;image,144 HZ,Entree hdmi,4,Entree usb,2,Coloris,Noir,Dimension avec pied,1887 x 1122 x 418 mm,Dimension sans pied,1887 x 1084 x 17-39 mm,Système d&#039;exploitation,GoogleTV,Dolby audio,OUI,HDR,HDR10|HLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,43LM6370PVA,TV  LG 43P LED FHD 43LM6370PVA,1,0,visible,,2899,,"https://electroclub.ma/11955-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/11954-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/11956-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/11957-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/11958-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",TV - Son,,Marque,LG,Reference fournisseur,43LM6370PVA,Garantie,1 An,Type d&#039;ecran,Flat,Smart tv,Oui,Taille d&#039;écran,43 Pouces,Type du rectroeclairage,Led,Norme hd,Full HD,Resolution de l&#039;affichage,1920 x 1080,Fluidite de l&#039;image,50,Tuner,OUI,Direct wi-fi,Oui,Puissance sonore,20,Entree hdmi,3,Entree usb,2,Entree rca,Oui,Entree vga,Non,Interface ci,Oui,Bluetooth,Oui,Fonction enregistreur (pvr),Oui,Coloris,Noir,Connectivite,Oui,Fluidité de l&#039;image ( Hz ),50,Entrée optique RJ45,OUI,Wifi integrée,Oui,Dimension avec pied ( cm ),97.3 x 62.3 x 21.6,Dimension sans pied ( cm ),96.4 x 55.9 x 6,Poids (KG),8.1,,,,,,,,,,,,,,,,
simple,75C655,SMART QLED PRO 75P UHD GOOGLE TV 75C655,1,0,visible,,10599,,"https://electroclub.ma/12566-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12562-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12563-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12564-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,TCL,Reference fournisseur,75C655,Garantie,1 An,Marque,TCL,Type d&#039;ecran,QLED,Smart tv,Oui,Taille d&#039;écran,85,Type du rectroeclairage,Qled,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840 x 2160,Fluidite de l&#039;image,144 HZ,Entree hdmi,4,Entree usb,2,Coloris,Noir,Dimension avec pied,1673.2 x 1047.9 x 341.1 mm,Dimension sans pied,1673.2 x 958.2 x 59.9 mm,Système d&#039;exploitation,GoogleTV,Dolby audio,OUI,HDR,HDR10|HLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,98C655,SMART QLED PRO 98P UHD GOOGLE TV 98C655,1,0,visible,,32499,,"https://electroclub.ma/12570-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12567-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12568-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/12569-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,TCL,Reference fournisseur,98C655,Garantie,1 An,Marque,TCL,Type d&#039;ecran,QLED,Smart tv,Oui,Taille d&#039;écran,98,Type du rectroeclairage,Qled,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840 x 2160,Fluidite de l&#039;image,144 HZ,Entree hdmi,4,Entree usb,2,Coloris,Noir,Dimension avec pied,2179*1289*420,Dimension sans pied,2179*1248*71,Système d&#039;exploitation,GoogleTV,Dolby audio,OUI,HDR,HDR10|HLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,65Q80D,TV SAMSUNG 65P QLED UHD (4k) 65Q80D,1,0,visible,,11999,,"https://electroclub.ma/12775-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/12774-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/12771-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/12772-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/12773-large_default/smart-tv-led-55p-uhd-samsung.jpg",Not found,,Marque,Samsung,Reference fournisseur,65Q80D,Garantie,1 An,Type d&#039;ecran,Flat,Smart tv,Oui,Taille d&#039;écran,65 Pouces,Type du rectroeclairage,Qled,Norme hd,Uhd (4k),Resolution de l&#039;affichage,3840×2160,Fluidite de l&#039;image,120,Fluidite constructeur,NON,Tuner,DVB- T2S2,Direct wi-fi,Oui,Puissance sonore,20,Entree hdmi,4,Entree usb,2,Entree prise peritel,Non,Entree rca,NON,Entree vga,Non,Interface ci,Oui,Entree optique,Oui,Wifi integre,Oui,Bluetooth,Oui,Fonction enregistreur (pvr),Oui,Coloris,Noir,Dimension avec pied,1450.9 X 869.6 X 281.8 MM (LXHXP),Dimension sans pied,1450.9 x 831.4 x 25.7 mm,Technologie éclairage,Qled,,,,,,,,,,,,,,,,
simple,H50S80EUX,SMART TV QLED 50P UHD H50S80EUX,1,0,visible,,4499,,"https://electroclub.ma/12788-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12791-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12792-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12787-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12789-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Haier,Reference fournisseur,H50S80EUX,Garantie,2 Ans,Marque,Haier,Type d&#039;ecran,QLED,Smart tv,Oui,Taille d&#039;écran,50 Pouces,Type du rectroeclairage,Qled,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840×2160,Fluidite de l&#039;image,60,Direct wi-fi,Oui,Puissance sonore,20,Entree hdmi,4,Entree usb,2,Entree rca,NON,Bluetooth,Oui,Coloris,Noir,Dimension avec pied,111.9 X 71 X 19.9,Dimension sans pied,1116.8 x 644.2 x 59.9 mm,Technologie éclairage,LED directe,Connectivite,Oui,Wifi integrée,Oui,Récepteur intégré,OUI,TNT,OUI,Dolby audio,OUI,Android 11,OUI,Smart Remote Control,Oui,Google Assistant,OUI,Category,GoogleTV,,,,,,,,,,,,
simple,H65S80EUX,SMART TV QLED 65P UHD H65S80EUX,1,0,visible,,6999,,"https://electroclub.ma/12800-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12797-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12798-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12795-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/12799-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Haier,Reference fournisseur,H65S80EUX,Garantie,2 Ans,Marque,Haier,Type d&#039;ecran,QLED,Smart tv,Oui,Taille d&#039;écran,65 Pouces,Type du rectroeclairage,Qled,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840×2160,Fluidite de l&#039;image,60,Direct wi-fi,Oui,Puissance sonore,20,Entree hdmi,4,Entree usb,2,Entree rca,NON,Bluetooth,Oui,Coloris,Noir,Dimension avec pied,1450.9 X 869.6 X 281.8 MM (LXHXP),Dimension sans pied,1450.9 x 831.4 x 25.7 mm,Technologie éclairage,LED directe,Connectivite,Oui,Wifi integrée,Oui,Récepteur intégré,OUI,TNT,OUI,Dolby audio,OUI,Android 11,OUI,Smart Remote Control,Oui,Google Assistant,OUI,Category,GoogleTV,,,,,,,,,,,,
simple,65QN85D,TV SAMSUNG 65P NEOQLED UHD 65QN85D,1,0,visible,,11999,,"https://electroclub.ma/13057-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/13049-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/13048-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/13050-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg,https://electroclub.ma/13051-large_default/smart-tv-led-75p-uhd-4k-samsung.jpg",4K UHD,,Marque,Samsung,Garantie,1 An,Type d&#039;ecran,NEO QLED,Smart tv,Oui,Taille d&#039;écran,65 Pouces,Type du rectroeclairage,NEO QLED,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840x2160,Fluidite constructeur,Motion Plus,Direct wi-fi,Oui,Puissance sonore,20,Entree hdmi,4,Entree usb,2,Entree rca,Oui,Interface ci,Oui,Bluetooth,Oui,Système d&#039;exploitation,Tizen™,Connectivite,Oui,Technologie,Crystal 4K,Fluidité de l&#039;image ( Hz ),100,Turner,OUI,Entrée optique RJ45,OUI,Wifi integrée,Oui,Fonction enregistreur PVR,OUI,Vidéo,HDR|HDR 10+|HLG|Mega Contrast|PurColor,Audio,Dolby Digital Plus,Dimension avec pied ( cm ),145.1 x 87.4 x 28.9,Dimension sans pied ( cm ),145.1 x 83.9 x 2.6,Indice de qualité ( PQI ),2000,Processeur,Processeur α7 Gen6 AI 4K,Poids (KG),20.8,HDR,HDR10|HLG,,,,,,,,
simple,50C655,SMART QLED 50P UHD GOOGLE TV 50C655,1,0,visible,,4599,,"https://electroclub.ma/13161-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13162-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13163-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13164-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13165-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,TCL,Reference fournisseur,50C655,Garantie,1 An,Marque,TCL,Type d&#039;ecran,LED,Smart tv,Oui,Taille d&#039;écran,50 Pouces,Type du rectroeclairage,Qled,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840 x 2160,Entree hdmi,3,Entree usb,2,Coloris,Noir,Système d&#039;exploitation,GoogleTV,Hauteur (cm),68 cm,Largeur (cm),112 cm,Profondeur (cm),29,Type de conception,Frameless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,55C655,SMART QLED 55P UHD GOOGLE TV 55C655,1,0,visible,,5399,,"https://electroclub.ma/13177-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13176-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13178-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13179-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13180-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,TCL,Reference fournisseur,55C655,Garantie,1 An,Marque,TCL,Type d&#039;ecran,LED,Smart tv,Oui,Taille d&#039;écran,55 Pouces,Type du rectroeclairage,Qled,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,1920 x 1080,Entree hdmi,3,Entree usb,2,Coloris,Noir,Système d&#039;exploitation,GoogleTV,Hauteur (cm),76 cm,Largeur (cm),122 cm,Profondeur (cm),29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,65C655,SMART QLED 65P UHD GOOGLE TV 65C655,1,0,visible,,7599,,"https://electroclub.ma/13192-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13191-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13193-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13194-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13195-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,TCL,Reference fournisseur,65C655,Garantie,1 An,Marque,TCL,Type d&#039;ecran,LED,Smart tv,Oui,Taille d&#039;écran,65 Pouces,Type du rectroeclairage,Qled,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840 x 2160,Entree hdmi,3,Entree usb,2,Coloris,Noir,Système d&#039;exploitation,GoogleTV,Hauteur (cm),88 cm,Largeur (cm),144 cm,Profondeur (cm),29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,50DU8000,TV SAMSUNG 50P LED UHD  (4k) 50DU8000,1,0,visible,,4699,,"https://electroclub.ma/13370-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/10510-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/10512-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/10513-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/10514-large_default/smart-tv-led-55p-uhd-samsung.jpg",Not found,,Marque,Samsung,Reference fournisseur,50DU8000,Garantie,1 An,Type d&#039;ecran,Flat,Smart tv,Oui,Taille d&#039;écran,50 Pouces,Type du rectroeclairage,Led,Norme hd,Uhd (4k),Resolution de l&#039;affichage,3840×2160,Fluidite de l&#039;image,50,Fluidite constructeur,NON,Tuner,DVB-T2|C|S2,Direct wi-fi,Oui,Puissance sonore,20,Entree hdmi,3,Entree usb,2,Entree prise peritel,Non,Entree rca,NON,Entree vga,Non,Interface ci,Oui,Entree optique,Oui,Wifi integre,Oui,Bluetooth,Oui,Fonction enregistreur (pvr),Oui,Coloris,Noir,Dimension avec pied,111.9 X 71 X 19.9,Dimension sans pied,644.1 X 1118.3 X 25.7 MM (HXLXP),Poids (KG),16,,,,,,,,,,,,,,,,
simple,43C655,SMART QLED 43P UHD GOOGLE TV 43C655,1,0,visible,,3999,,"https://electroclub.ma/13616-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13609-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13610-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13611-large_default/smart-tv-samsung-32p-ua32t5300.jpg,https://electroclub.ma/13612-large_default/smart-tv-samsung-32p-ua32t5300.jpg",Not found,,Marque,TCL,Reference fournisseur,43C655,Garantie,1 An,Marque,TCL,Type d&#039;ecran,LED,Smart tv,Oui,Taille d&#039;écran,43 Pouces,Type du rectroeclairage,Qled,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840 x 2160,Entree hdmi,3,Entree usb,1,Coloris,Noir,Système d&#039;exploitation,GoogleTV,Hauteur (cm),59|5,Largeur (cm),97 cm,Profondeur (cm),29,Type de conception,Frameless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,43DU8000,TV SAMSUNG 43P LED UHD (4k) 43DU8000,1,0,visible,,3999,,"https://electroclub.ma/13369-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/10506-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/10507-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/10508-large_default/smart-tv-led-55p-uhd-samsung.jpg,https://electroclub.ma/10509-large_default/smart-tv-led-55p-uhd-samsung.jpg",Not found,,Marque,Samsung,Reference fournisseur,43DU8000,Garantie,1 An,Type d&#039;ecran,Flat,Smart tv,Oui,Taille d&#039;écran,43 Pouces,Type du rectroeclairage,Led,Norme hd,Uhd (4k),Resolution de l&#039;affichage,3840×2160,Fluidite de l&#039;image,50,Fluidite constructeur,NON,Tuner,DVB-T2|C|S2,Direct wi-fi,Oui,Puissance sonore,20,Entree hdmi,3,Entree usb,2,Entree prise peritel,Non,Entree rca,NON,Entree vga,Non,Interface ci,Oui,Entree optique,Oui,Wifi integre,Oui,Bluetooth,Oui,Fonction enregistreur (pvr),Oui,Coloris,Noir,Dimension avec pied,963.9 x 627.8 x 192.5 mm,Dimension sans pied,963.9 x 558.9 x 59.6 mm,Poids (KG),16,,,,,,,,,,,,,,,,
